label,message,message_length,word_count,processed_message
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",119,25,true it is passabl and if you get a high score and appli for phd you get 5year of salari so it make life easier
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,31,no 1 nokia tone 4 ur mob everi week just txt nok to 87021 1st tone free so get txtin now and tell ur friend 150p tone 16 repli hl 4info
ham,Prakesh is there know.,22,4,prakesh is there know
ham,Teach me apps da. When you come to college.,43,9,teach me app da when you come to colleg
ham,Rofl betta invest in some  anti aging products,46,8,rofl betta invest in some anti age product
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",75,14,sir you will receiv the account no anoth 1hr time sorri for the delay
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,159,23,repli with your name and address and you will receiv by post a week complet free accommod at variou global locat www phb1 com ph 08700435505150p
ham,So Ì_'ll be submitting da project tmr rite?,43,8,so ll be submit da project tmr rite
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,123,21,free entri into our 250 weekli comp just send the word enter to 84128 now 18 t c www textcomp com cust care 08712405020
ham,Jus ans me lar. U'll noe later.,31,7,ju an me lar u ll noe later
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,15,i want to send someth that can sell fast lt gt k is not easi money
ham,have got * few things to do. may be in * pub later.,51,13,have got few thing to do may be in pub later
ham,1's finish meeting call me.,27,5,1 s finish meet call me
ham,Lol ok. I'll snatch her purse too.,34,7,lol ok i ll snatch her purs too
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",129,21,hello drivbi 0quit edrunk sorri iff pthi make no senrd dnot no how dancc 2 drum n basq ihav fun 2nhite x ro xxxxxxx
ham,How much are we getting?,24,5,how much are we get
ham,Is ur paper in e morn or aft tmr?,33,9,is ur paper in e morn or aft tmr
ham,"Dear relieved of westonzoyland, all going to plan this end too!",63,11,dear reliev of westonzoyland all go to plan thi end too
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,96,19,hope you are have a great new semest do wish you the veri best you are made for great
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,53,14,oh ye i can speak txt 2 u no hmm did u get email
ham,"I want to show you the world, princess :) how about europe?",59,12,i want to show you the world princess how about europ
ham,Nobody can decide where to eat and dad wants Chinese,52,10,nobodi can decid where to eat and dad want chines
ham,No shoot me. I'm in the docs waiting room. :/,45,10,no shoot me i m in the doc wait room
ham,Now? I'm going out 4 dinner soon..,34,7,now i m go out 4 dinner soon
ham,Hello which the site to download songs its urgent pls,53,10,hello which the site to download song it urgent pl
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",111,21,i do know what u mean is the king of not havin credit i m goin2b now night night sweet only1mor sleep
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,60,13,horribl gal me in sch do some stuff how come u got mc
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152,27,hi hun im not comin 2nite tell every1 im sorri 4 me hope u ava goodtim oli rang melnit ifink it mite b sort but il explain everythin on mon l8r x
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,81,13,pleas call 08712402779 immedi as there is an urgent messag wait for you
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,87,20,yeah like if it goe like it did with my friend imma flip my shit in like half an hour
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,84,17,mum say we wan to go then go then she can shun bian watch da glass exhibit
ham,What your plan for pongal?,26,5,what your plan for pongal
ham,Just wait till end of march when el nino gets himself. Oh.,58,12,just wait till end of march when el nino get himself oh
ham,"Not yet chikku..going to room nw, i'm in bus..",46,9,not yet chikku go to room nw i m in bu
ham,Am also doing in cbe only. But have to pay.,43,10,am also do in cbe onli but have to pay
ham,Honey boo I'm missing u.,24,5,honey boo i m miss u
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97,18,we have sent jd for custom servic cum account execut to ur mail id for detail contact us
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",70,14,yo i m at my parent gettin cash good news we pick up a downstem
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",179,35,thank you so much when we skype wit kz and sura we didnt get the pleasur of your compani hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",120,20,hungri gay guy feel hungri and up 4 it now call 08718730555 just 10p min to stop text call 08712460324 10p min
ham,Ok. No wahala. Just remember that a friend in need ...,54,11,ok no wahala just rememb that a friend in need
ham,I will see in half an hour,26,7,i will see in half an hour
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",156,19,im in inperialmus listening2th weirdest track ever by leafcutt john sound like insect be molest someon plumb remix by evil men on acid
ham,\Hey sorry I didntgive ya a a bellearlier hunny,47,9,hey sorri i didntgiv ya a a bellearli hunni
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,48,8,serious tell her those exact word right now
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,147,27,can u get 2 phone now i wan na chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx call 1 minmoremobsemspobox45po139wa
ham,"Tee hee. Off to lecture, cheery bye bye.",40,8,tee hee off to lectur cheeri bye bye
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",81,19,sorri chikku my cell got some problem tht y i wa nt abl to repli u or msg u
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,26,if you still havent collect the dough pl let me know so i can go to the place i sent it to get the control number
ham,Ok...,5,1,ok
spam,network operator. The service is free. For T & C's visit 80488.biz,66,12,network oper the servic is free for t c s visit 80488 biz
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81,18,let me know how to contact you i ve you settl in a room let know you are ok
ham,Wot u up 2 u weirdo?,20,6,wot u up 2 u weirdo
ham,Can do lor...,13,3,can do lor
ham,Dont put your phone on silent mode ok,37,8,dont put your phone on silent mode ok
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,66,17,can i meet at 5 as 4 where depend on where wan 2 in lor
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69,15,wait 4 my tv show 2 start lor u leh still busi do ur report
ham,Oh ho. Is this the first time u use these type of words,55,13,oh ho is thi the first time u use these type of word
ham,Am I the only one who doesn't stalk profiles?,45,9,am i the onli one who doesn t stalk profil
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",160,32,ever green quot ever told by jerri in cartoon a person who irrit u alway is the one who love u vri much but fail to express it gud nyt
ham,Yes i thought so. Thanks.,25,5,ye i thought so thank
ham,But if she.s drinkin i'm ok.,28,6,but if she s drinkin i m ok
ham,"Just wondering, the others just took off",40,7,just wonder the other just took off
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,31,night ha end for anoth day morn ha come in a special way may you smile like the sunni ray and leav your worri at the blue blue bay gud mrng
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",138,33,what do you do my dog must i alway wait till the end of your day to have word from you did you run out of time on your cell alreadi
ham,Happy new year to u too!,24,6,happi new year to u too
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,12,hey great deal farm tour 9am to 5pm 95 pax 50 deposit by 16 may
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,62,14,eat jap done oso aft ur lect wat got lect at 12 rite
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,17,hey babe i saw you came onlin for a second and then you disappear what happen
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,35,da my birthdat in certif is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret ani way thank for the wish
ham,Happy birthday... May all ur dreams come true...,48,8,happi birthday may all ur dream come true
ham,Aiyah u did ok already lar. E nydc at wheellock?,48,10,aiyah u did ok alreadi lar e nydc at wheellock
ham,TELL HER I SAID EAT SHIT.,25,6,tell her i said eat shit
ham,Sure! I am driving but will reach my destination soon.,54,10,sure i am drive but will reach my destin soon
ham,"K so am I, how much for an 8th? Fifty?",38,10,k so am i how much for an 8th fifti
ham,Your daily text from me ÛÒ a favour this time,46,10,your daili text from me a favour thi time
ham,Great to hear you are settling well. So what's happenin wit ola?,64,12,great to hear you are settl well so what s happenin wit ola
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,23,those cocksuck if it make you feel better ipad are worthless garbag novelti item and you should feel bad for even want one
ham,I tot u reach liao. He said t-shirt.,36,8,i tot u reach liao he said t shirt
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,31,fran i decid 2 go n e way im complet broke an knacker i got up bout 3 c u 2mrw love janx p s thi is my dad fone no credit
ham,Your right! I'll make the appointment right now.,48,8,your right i ll make the appoint right now
ham,Designation is software developer and may be she get chennai:),62,10,design is softwar develop and may be she get chennai
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,23,enjoy the jamster videosound gold club with your credit for 2 new videosound 2 logo musicnew get more fun from jamster co uk 16 onli help call 09701213186
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,28,get 3 lion england tone repli lionm 4 mono or lionp 4 poli 4 more go 2 www rington co uk the origin n best tone 3gbp network oper rate appli
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,48,11,i jokin oni lar busi then i wun disturb
ham,"Ok, be careful ! Don't text and drive !",39,9,ok be care don t text and drive
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",103,23,i ll alway be there even if it just in spirit i ll get a bb soon just tri to be sure i need it
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,83,20,u r too much close to my heart if u go away i will be shatter plz stay with me
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,84,19,i love u 2 babe r u sure everyth is alrit is he be an idiot txt bak girli
ham,How abt making some of the pics bigger?,39,8,how abt make some of the pic bigger
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,25,got but got 2 colour lor one colour is quit light n e other is darker lor actual i m done she s style my hair now
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",154,30,whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wan na say ju walk wid me a littl while amp i promis i ll bring back ur smile
ham,Why nothing. Ok anyway give me treat,36,7,whi noth ok anyway give me treat
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",140,26,win the newest harri potter and the order of the phoenix book 5 repli harri answer 5 question chanc to be the first among reader
ham,Correct. So how was work today,30,6,correct so how wa work today
ham,"Just sent again. Do you scream and moan in bed, princess?",57,11,just sent again do you scream and moan in bed princess
ham,"I wake up long ago already... Dunno, what other thing?",54,10,i wake up long ago alreadi dunno what other thing
ham,Oh just getting even with u.... u?,34,7,oh just get even with u u
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,85,19,i thk 50 shd be ok he said plu minu 10 did leav a line in between paragraph
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,139,29,can you call me plz your number show out of coveragd area i have urgnt call in vasai amp have to reach befor 4 o clock so call me plz
ham,Yeah jay's sort of a fucking retard,35,7,yeah jay s sort of a fuck retard
ham,"Sorry, was in the bathroom, sup",31,6,sorri wa in the bathroom sup
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,126,26,ur balanc is now 500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck
ham,My exam is for february 4. Wish you a great day.,48,11,my exam is for februari 4 wish you a great day
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,94,21,i dont know what to do to come out of thi so onli am ask question like thi dont mistak me
ham,"Aight no rush, I'll ask jay",27,6,aight no rush i ll ask jay
ham,Good Morning plz call me sir,28,6,good morn plz call me sir
ham,It's ok lar. U sleep early too... Nite...,41,8,it s ok lar u sleep earli too nite
ham,"Oh... Icic... K lor, den meet other day...",42,8,oh icic k lor den meet other day
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,35,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grin
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",162,29,sometim we put wall around our heart not just to be safe from get hurt but to find out who care enough to break the wall amp get closer goodnoon
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,18,sweet we may or may not go to 4u to meet carlo so gaug patti s interest in that
ham,Then she buying today? ÌÏ no need to c meh...,45,10,then she buy today no need to c meh
ham,Aight sorry I take ten years to shower. What's the plan?,56,11,aight sorri i take ten year to shower what s the plan
ham,Every monday..nxt week vl be completing..,41,6,everi monday nxt week vl be complet
ham,Might ax well im there.,23,5,might ax well im there
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,22,just chill for anoth 6hr if you could sleep the pain is not a surgic emerg so see how it unfold okay
ham,Yeah I'll try to scrounge something up,38,7,yeah i ll tri to scroung someth up
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,160,33,crazi ar he s marri like gd look guy not me my fren like say he s korean leona s fave but i dun thk he is aft some think mayb most prob i ll go
ham,Were somewhere on Fredericksburg,32,4,were somewher on fredericksburg
ham,Que pases un buen tiempo or something like that,47,9,que pase un buen tiempo or someth like that
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,18,is it ok if i stay the night here xavier ha a sleep bag and i m get tire
ham,She doesnt need any test.,25,5,she doesnt need ani test
ham,"Nothing much, chillin at home. Any super bowl plan?",51,9,noth much chillin at home ani super bowl plan
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",155,26,free2day sexi st georg s day pic of jordan txt pic to 89080 dont miss out then everi wk a sauci celeb 4 more pic c pocketbab co uk 0870241182716 3 wk
ham,Bugis oso near wat... ,22,4,bugi oso near wat
ham,Yo theres no class tmrw right?,30,6,yo there no class tmrw right
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,121,25,let ur heart be ur compass ur mind ur map ur soul ur guid and u will never loos in world gnun sent via way2sm com
ham,"Goodnight, sleep well da please take care pa. Please.",53,9,goodnight sleep well da pleas take care pa pleas
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,84,20,baaaaab i misss youuuuu where are you i have to go and teach my class at 5
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,81,16,u ned to convinc him tht it not possibl witot hurt hi feel it the main
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",152,32,good afternoon loverboy how goe you day ani luck come your way i think of you sweeti and send my love across the sea to make you smile and happi
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,26,if i start send blackberri torch to nigeria will you find buyer for me like 4a month and tell dad not to buy bb from anyon oh
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327,63,lt gt of pple marri with their lover becz they hav gud undrstndng dat avoid problem i sent di 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break thi chain if you break you will suffer send thi to lt gt frnd in lt gt min whn u read
ham,Yo dude guess who just got arrested the other day,49,10,yo dude guess who just got arrest the other day
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,13,shuhui say chang 2 suntec steamboat u noe where where r u now
ham,What does the dance river do?,29,6,what doe the danc river do
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",207,42,yetund i m sorri but moji and i seem too busi to be abl to go shop can you just pleas find some other way to get what you want us to get pleas forgiv me you can repli free via yahoo messeng
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,114,24,hey i will be realli pretti late you want to go for the lesson first i will join you i m onli reach tp mrt
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,19,hot live fantasi call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,49,11,bbq thi sat at mine from 6ish ur welcom 2 come
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",108,20,i don t know same thing that s wrong everyso often he panick start goin on bout not bein good enough
ham,Alright. I'm out--have a good night!,36,6,alright i m out have a good night
ham,Did you try making another butt.,32,6,did you tri make anoth butt
ham,Hope you are feeling great. Pls fill me in. Abiola,50,10,hope you are feel great pl fill me in abiola
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,80,19,i though we shd go out n have some fun so bar in town or someth sound ok
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,24,1 go to write msg 2 put on dictionari mode 3 cover the screen with hand 4 press lt gt 5 gentli remov ur hand it interest
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,27,bear pic nick and tom pete and dick in fact all type tri gay chat with photo upload call 08718730666 10p min 2 stop text call 08712460324
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",154,22,500 new mobil from 2004 must go txt nokia to no 89545 collect your today from onli 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
ham,We're finally ready fyi,23,4,we re final readi fyi
ham,Auntie huai juan never pick up her phone,40,8,aunti huai juan never pick up her phone
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,24,doubl min doubl txt 1 2 price linerent on latest orang bluetooth mobil call mobileupd8 for the veri latest offer 08000839402 or call2optout lf56
ham,"Ya tel, wats ur problem..",25,5,ya tel wat ur problem
ham,i dnt wnt to tlk wid u,22,7,i dnt wnt to tlk wid u
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",155,29,we spend our day wait for the ideal path to appear in front of us but what we forget is path are made by walk not by wait goodnight
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,72,18,it ok my arm is feel weak cuz i got a shot so we can go anoth time
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,32,pleas reserv ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve i alreadi see in net no ticket avail i want to book ticket through tackl
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",278,63,storm msg wen u lift d phne u say hello do u knw wt is d real mean of hello it s d name of a girl ye and u knw who is dat girl margaret hello she is d girlfrnd f grahmbel who invnt telphon moral one can 4get d name of a person
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,115,23,that s ok i pop in to ask bout someth and she said you d been in are you around tonght wen thi girl come
ham,All e best 4 ur exam later.,27,7,all e best 4 ur exam later
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,139,29,hope ur head doesn t hurt 2 much am plough my way through a pile of iron stay in with a chinki tonight come round if you like
ham,Oh k.i think most of wi and nz players unsold.,46,10,oh k i think most of wi and nz player unsold
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",115,24,haha where got so fast lose weight thk muz go 4 a month den got effect gee later we go aust put bk e weight
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",155,36,i wonder how you got onlin my love had you gone to the net cafe did you get your phone recharg were you on a friend net i think of you boytoy
ham,"Haha just kidding, papa needs drugs",35,6,haha just kid papa need drug
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",82,17,thk shld b can ya i wana go 4 lesson haha can go for one whole stretch
ham,Oh ok..,7,2,oh ok
ham,R we still meeting 4 dinner tonight?,36,7,r we still meet 4 dinner tonight
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,73,14,that cool i am a gentleman and will treat you with digniti and respect
ham,Shall i start from hear.,24,5,shall i start from hear
ham,Then we wait 4 u lor... No need 2 feel bad lar...,49,12,then we wait 4 u lor no need 2 feel bad lar
ham,No did you check? I got his detailed message now,48,10,no did you check i got hi detail messag now
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,27,you have regist sinco as paye log in at icicibank com and enter urn lt gt to confirm bewar of fraud do not share or disclos urn to anyon
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",93,18,no i decid that onli peopl who care about stuff vote and care about stuff is for loser
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,18,kaiez enjoy ur tuition gee thk e second option sound beta i ll go yan jiu den msg u
ham,cool. We will have fun practicing making babies!,48,8,cool we will have fun practic make babi
ham,Actually getting ready to leave the house.,42,7,actual get readi to leav the hous
ham,K..k..any special today?,24,3,k k ani special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",163,26,urgent import inform for o2 user today is your lucki day 2 find out whi log onto http www urawinn com there is a fantast surpris await for you
ham,Then we gotta do it after that,30,7,then we got ta do it after that
ham,"I've got ten bucks, jay is being noncomittal",44,8,i ve got ten buck jay is be noncomitt
ham,Where at were hungry too,24,5,where at were hungri too
ham,Pls speak to that customer machan.,34,6,pl speak to that custom machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,25,somewher out there beneath the pale moon light someon think in of u some where out there where dream come true goodnit amp sweet dream
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,143,22,dear u ve been invit to xchat thi is our final attempt to contact u txt chat to 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18 yr
ham,So wats ur opinion abt him and how abt is character?,52,11,so wat ur opinion abt him and how abt is charact
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,82,17,jay is snicker and tell me that x is total fuck up the chord as we speak
ham,No..few hours before.went to hair cut .,39,7,no few hour befor went to hair cut
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,80,18,no wonder co i dun rem see a silver car but i thk i saw a black one
ham,Lmao. Take a pic and send it to me.,35,9,lmao take a pic and send it to me
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",82,14,speak onli when you feel your word are better than the silenc gud mrng
ham,No. She's currently in scotland for that.,41,7,no she s current in scotland for that
ham,Do you work all this week ?,27,7,do you work all thi week
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,152,25,congratul ur award either 500 of cd gift voucher free entri 2 our 100 weekli draw txt music to 87066 tnc www ldew com 1 win150ppmx3age16
ham,Lol great now im getting hungry.,32,6,lol great now im get hungri
ham,Yes.. now only saw your message..,33,6,ye now onli saw your messag
ham,I'll be at mu in like  &lt;#&gt;  seconds,41,8,i ll be at mu in like lt gt second
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,126,24,thing r good thanx got exam in march ive done no revis is fran still with boyf ive got ta interviw 4 exet bit worri x
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",153,29,tell you what if you make a littl spreadsheet and track whose idea it wa to smoke to determin who smoke too much for the entir month of februari
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,71,12,for sale arsen dartboard good condit but no doubl or trebl
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,141,30,don t look back at the build becaus you have no coat and i don t want you to get more sick just hurri home and wear a coat to the gym
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",124,22,my pain person thought i alway tri to keep everybodi happi all the time but nobodi recognis me when i am alon
ham,Thanks for ve lovely wisheds. You rock,38,7,thank for ve love wish you rock
ham,You intrepid duo you! Have a great time and see you both soon. ,63,13,you intrepid duo you have a great time and see you both soon
ham,I asked sen to come chennai and search for job.,47,10,i ask sen to come chennai and search for job
ham,Dad went out oredi... ,22,4,dad went out oredi
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",115,22,i ju hope it true that missin me co i m realli missin him you haven t done anyth to feel guilti about yet
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,71,16,wat so late still earli mah or we juz go 4 dinner lor aiya i dunno
